ID,Nome,Tipo,Documento,Email,Telefone,Endereco,Status
2089,Gael Henrique Cirino,Fornecedor,30.869.742/0001-19,enzo32@example.com,81 6907 7792,"Largo Gael Santos, Calafate, 72660394 Lima da Prata / PR",Inativo
2090,Leandro Sales,Cliente,861.042.395-60,nsantos@example.net,+55 (021) 5534 0359,"Largo Amanda Ferreira, 733, Indaiá, 97064-129 Freitas de Fogaça / CE",Ativo
2091,Sophie Dias,Fornecedor,29.718.364/0001-93,bda-conceicao@example.net,0900-385-1631,"Via Pedro Lucas Santos, 59, Vista Alegre, 75086280 Duarte de das Neves / MG",Inativo
2092,Antonella Cunha,Fornecedor,75.906.238/0001-80,araujodaniela@example.com,+55 51 1052 0818,"Lago Souza, Jardim Dos Comerciarios, 54578-563 Lima do Campo / DF",Ativo
2093,Paulo Ferreira,Cliente,546.703.182-17,gabrielarocha@example.com,(061) 2466 6776,"Jardim da Conceição, 66, Mirante, 82605-204 Fonseca / RO",Inativo
2094,Srta. Marcela Montenegro,Cliente,530.149.768-57,clara42@example.org,+55 61 2944 1304,"Área Pedro Lucas Teixeira, 53, Santa Monica, 58672367 Marques Grande / RO",Inativo
2095,Allana Pires,Cliente,835.924.607-65,jsilveira@example.org,+55 11 9537-4903,"Morro Stephany Ribeiro, 20, Vera Cruz, 20632-559 Ramos de Minas / MG",Inativo
2096,Ana Laura Sousa,Cliente,314.056.297-70,lunna85@example.com,0800-907-2747,"Parque de da Costa, Mangueiras, 50086356 Rezende / GO",Ativo
2097,Stephany Gonçalves,Fornecedor,79.361.208/0001-96,brenda93@example.com,+55 (021) 6132 7609,"Esplanada de Andrade, 49, Monte Azul, 88196405 Almeida / AC",Ativo
2098,Bárbara Rocha,Cliente,801.532.976-03,ryan49@example.com,(041) 5127-3623,"Estrada da Costa, 76, Confisco, 50571-413 Borges / AL",Inativo
2099,Alexia Siqueira,Fornecedor,34.180.926/0001-28,jesuspedro-henrique@example.com,+55 51 4048 6490,"Largo Camargo, 753, Alto Vera Cruz, 62601-659 Pacheco / DF",Ativo
2100,Isabela Fonseca,Fornecedor,76.590.813/0001-40,caleb52@example.net,84 1282 7486,"Campo Araújo, 2, Nova Cachoeirinha, 28943549 Monteiro / MA",Inativo
2101,Isadora Rocha,Fornecedor,84.103.576/0001-74,esterfonseca@example.com,+55 71 4771 1835,"Núcleo Maria Julia Leão, 10, Vila Nova Gameleira 1ª Seção, 00054272 da Cruz / PR",Inativo
2102,Ana Cecília Campos,Cliente,348.015.672-07,gabriel97@example.org,+55 (081) 1546-5149,"Recanto Elisa Cardoso, 24, Dona Clara, 53849540 da Paz / PR",Ativo
2103,Gabrielly das Neves,Cliente,410.573.298-60,sarahmoura@example.com,(021) 6496-6271,"Residencial Ian Fernandes, 911, Vila Bandeirantes, 45106-761 Moraes da Praia / RO",Inativo
2104,Maria Helena Barbosa,Cliente,846.792.305-92,usiqueira@example.org,(031) 8969 4332,"Setor Ryan da Mata, 88, Vila Jardim Alvorada, 92466186 da Cunha do Campo / MA",Ativo
2105,Isaque Viana,Fornecedor,97.154.628/0001-83,lucas-gabriel51@example.org,+55 51 3631 2947,"Rodovia de Cassiano, 47, Universo, 62066557 Macedo de Ribeiro / RS",Ativo
2106,Liz da Cruz,Fornecedor,807.342.619-69,email_invalid,ABC123,"Distrito Maria Julia Fonseca, 97, Urca, 69737765 da Cunha / RJ",Desativo
2107,João Pedro Ramos,Fornecedor,09.175.482/0001-95,leonardo92@example.com,31 5895-3762,"Colônia de Monteiro, 63, Vista Do Sol, 84255372 Duarte do Campo / PE",Inativo
2108,Cecília Sales,Fornecedor,38.520.764/0001-80,davi-miguel99@example.com,51 5844 7006,"Vale Viana, 7, Vila Da Ária, 31871-675 Aragão de Monteiro / RN",Inativo
2109,Rodrigo Vargas,Fornecedor,72.638.054/0001-98,rebecanovaes@example.net,(071) 7080-4126,"Viaduto Fernanda Castro, 83, Madre Gertrudes, 53040070 da Conceição da Praia / MS",Inativo
2110,Ana Sophia Lima,Cliente,58.497.301/0001-52,email_invalid,ABC123,"Condomínio de Aragão, Miramar, 66459904 Cardoso / CE",Desativo
2111,Manuella Pimenta,Cliente,216.703.548-90,camposemanuel@example.org,+55 (041) 3071 6188,"Trecho Ferreira, 386, São Bento, 34001397 Dias / MS",Ativo
2112,Sr. Benjamim Novaes,Cliente,407.891.236-22,lopesjoao-lucas@example.org,(051) 4717-9424,"Condomínio Emanuella Sousa, 17, Camponesa 2ª Seção, 92871586 Aragão / RN",Ativo
2113,Ana Clara da Mota,Fornecedor,07.915.463/0001-22,franciscomoreira@example.net,+55 (031) 6484 8705,"Praça Evelyn Moraes, 5, Bernadete, 15761331 Rodrigues / SP",Inativo
2114,Luigi Azevedo,Cliente,250.347.196-06,dgarcia@example.net,+55 11 6696 2299,"Via Silva, 69, Virgínia, 53317-399 Pinto Paulista / CE",Inativo
2115,Ravy Caldeira,Fornecedor,27.904.163/0001-55,sophieguerra@example.org,+55 21 5002-7554,"Jardim de Ribeiro, Dom Joaquim, 15350169 Santos / PR",Ativo
2116,João Lucas da Rosa,Cliente,782.519.460-85,qferreira@example.com,+55 81 8942-5483,"Residencial Cardoso, 9, Caiçaras, 46578906 Sampaio do Galho / RN",Inativo
2117,Enrico Oliveira,Fornecedor,15.927.036/0001-92,maria-ceciliasiqueira@example.com,+55 21 8194-0064,"Trecho Azevedo, 7, Petropolis, 04762-133 Rodrigues / ES",Inativo
2118,Maria Clara Vargas,Fornecedor,39.825.614/0001-48,renanda-luz@example.net,(011) 4339 2819,"Largo Lopes, 340, Nova Cintra, 77246457 Rocha / SE",Ativo
2119,Maria Eduarda Nogueira,Fornecedor,64.207.183/0001-01,mmoraes@example.org,+55 (031) 8734 4558,"Conjunto de Alves, Vila Aeroporto Jaraguá, 06693-739 Azevedo / AL",Inativo
2120,Valentina Cavalcante,Fornecedor,39.607.251/0001-74,limamanuela@example.com,(051) 9677-0949,"Campo de das Neves, 92, Mangabeiras, 32195-045 Rocha Paulista / SE",Inativo
2121,Davi Moura,Fornecedor,928.460.753-10,email_invalid,ABC123,"Área Sophia Rocha, 81, João Paulo Ii, 79087682 Fonseca / RJ",ativo
2122,Maria Eduarda da Rocha,Cliente,13.590.762/0001-37,email_invalid,ABC123,"Loteamento de Costa, São Vicente, 53541-104 Garcia / MG",
2123,Hellena Costela,Cliente,517.862.439-46,emanuelly14@example.net,(051) 9293-4844,"Trevo Raquel Alves, Venda Nova, 21329-646 Azevedo / AC",Ativo
2124,Ravi Novaes,Fornecedor,43.068.579/0001-37,enrico71@example.net,+55 (071) 0662-5719,"Área de Camargo, 34, Maria Tereza, 18564-398 Sousa / AC",Ativo
2125,Kevin Leão,Cliente,985.372.410-32,luisabarros@example.com,11 5735 6442,"Passarela Lopes, 559, São Jorge 2ª Seção, 67780-691 Rocha de Minas / PI",Inativo
2126,Gael Henrique das Neves,Cliente,347.198.206-03,kaiquemoraes@example.net,(031) 4715 9516,"Sítio Barros, 34, Braúnas, 21933812 Duarte / AC",Ativo
2127,Bernardo Costa,Cliente,46.289.013/0001-23,email_invalid,ABC123,"Passarela Theo Porto, Marilandia, 98773667 da Paz de Melo / MA",ativo
2128,Rael Mendes,Fornecedor,97.816.524/0001-97,lavinia65@example.com,+55 (041) 0946 6161,"Esplanada Ana Liz Sampaio, 26, São Paulo, 11027424 Cunha / AM",Inativo
2129,Ana Cecília Silveira,Cliente,682.514.730-71,samiguel@example.org,+55 (031) 5463 9112,"Praça Monteiro, 21, Nova Granada, 31914-958 da Paz de da Rosa / BA",Inativo
2130,Ana Julia da Cruz,Fornecedor,28.901.376/0001-96,da-rochaemilly@example.com,21 6595 6101,"Alameda de Araújo, 9, Copacabana, 46335-282 Câmara do Campo / PE",Ativo
2131,Srta. Agatha Cunha,Cliente,47.108.265/0001-71,email_invalid,ABC123,"Alameda Macedo, 968, Alpes, 12289-215 Caldeira / AC",Desativo
2132,Zoe Nogueira,Fornecedor,83.624.970/0001-95,henry-gabrielpimenta@example.net,(071) 3328 5403,"Ladeira de Cardoso, 6, Vila Califórnia, 36222711 Ribeiro Grande / AP",Inativo
2133,Rebeca Porto,Cliente,176.309.584-39,antonio24@example.org,+55 (021) 7242 4319,"Largo de Rios, 9, Pedreira Padro Lopes, 76936822 Araújo / MS",Inativo
2134,Ayla da Conceição,Fornecedor,36.891.750/0001-48,da-pazmelina@example.net,(041) 0429-2074,"Vereda Anna Liz da Conceição, 13, Apolonia, 46999-212 Siqueira do Galho / RN",Inativo
2135,João Vitor Barros,Cliente,394.270.518-41,dabreu@example.org,+55 (031) 1034 7112,"Favela Cassiano, 11, Conjunto Califórnia I, 62949-290 da Rosa / PA",Ativo
2136,Matheus Gonçalves,Cliente,130.694.528-33,gustavoteixeira@example.net,+55 21 6780-7341,"Praia Rezende, 78, Centro, 03575-560 Ferreira Alegre / RJ",Ativo
2137,Dra. Maria Sophia Ribeiro,Fornecedor,19.038.752/0001-70,bellapacheco@example.org,+55 71 8811 9217,"Feira de da Luz, Vale Do Jatoba, 93475-492 Rodrigues do Galho / PE",Inativo
2138,Hadassa Macedo,Fornecedor,03.798.512/0001-33,rafaelaguerra@example.net,+55 (071) 6222 9728,"Distrito da Conceição, 3, Vila Canto Do Sabiá, 35843-097 Novais / GO",Ativo
2139,Stella Pereira,Fornecedor,30.684.917/0001-13,nbrito@example.com,+55 21 2893 5731,"Vereda Gomes, 11, Pongelupe, 69349312 Lima Grande / ES",Inativo
2140,Stella Nunes,Cliente,073.296.185-86,uribeiro@example.net,+55 (021) 6302-5151,"Esplanada Marques, 91, Bacurau, 33351166 Cavalcante das Pedras / MG",Inativo
2141,Clara Pastor,Cliente,374.610.298-78,pda-costa@example.net,0900 914 5918,"Setor Camargo, 70, Piraja, 07559-734 Monteiro de Gonçalves / AC",Inativo
2142,Calebe Martins,Cliente,394.201.768-78,aragaobryan@example.org,+55 11 4516 2592,"Quadra Bella Pacheco, 76, Canadá, 63652895 da Luz das Pedras / AL",Ativo
2143,João Gabriel da Rocha,Cliente,017.296.845-30,renan08@example.org,+55 (081) 4565-0980,"Esplanada de Costa, 316, Dom Cabral, 38589-298 Barbosa de Rocha / RR",Inativo
2144,Srta. Maria Luísa Pimenta,Fornecedor,59.268.173/0001-38,marcelacardoso@example.org,(021) 0824 4975,"Praia Macedo, 78, Primeiro De Maio, 75968-876 Teixeira do Campo / SE",Ativo
2145,Sr. Samuel Mendonça,Fornecedor,970.256.184-11,email_invalid,ABC123,"Condomínio de Costela, 84, João Pinheiro, 90249028 Rocha / PI",Desativo
2146,Sr. Cauê Machado,Cliente,15.092.634/0001-99,email_invalid,ABC123,"Alameda Cassiano, 76, Distrito Industrial Do Jatoba, 60281-804 Barbosa / SC",Desativo
2147,Bruno Barbosa,Cliente,026.984.715-49,haparecida@example.net,51 4071 8646,"Sítio Breno da Mota, 82, Nova Pampulha, 11814-047 Pimenta de Goiás / SC",Ativo
2148,Maria Luísa Oliveira,Fornecedor,81.593.246/0001-16,vgomes@example.com,21 4576-7172,"Vereda de Cardoso, 26, São João Batista, 38853-153 Teixeira / RS",Inativo
2149,Mateus Silveira,Fornecedor,86.179.432/0001-27,ana-beatriz71@example.org,61 3088 0942,"Favela de Cassiano, 57, Vila Atila De Paiva, 54711199 Vieira / AP",Inativo
2150,Caio Garcia,Cliente,673.912.580-59,bento67@example.com,(011) 7761-7727,"Núcleo Bruno Casa Grande, 70, Solimoes, 63824495 das Neves / PB",Inativo
2151,Theo Freitas,Cliente,291.485.076-01,stephany27@example.net,(084) 5427 8754,"Trevo de Pimenta, 4, João Pinheiro, 37858792 Dias da Mata / MT",Inativo
2152,Mathias Ferreira,Fornecedor,48.163.259/0001-80,slopes@example.org,(051) 7906-2184,"Área Alves, 76, Vila São Francisco, 26516-410 Porto / AP",Ativo
2153,Ravy Abreu,Fornecedor,57.912.846/0001-15,enzo19@example.net,+55 (051) 9330 7538,"Feira de Silva, 27, Céu Azul, 68968-029 Vargas / SC",Ativo
2154,João Pedro Lima,Fornecedor,23.541.709/0001-08,araujooliver@example.com,+55 84 3109-5260,"Travessa da Costa, 38, Jardim América, 21020-683 da Mota / SP",Ativo
2155,Maria Eduarda Pereira,Cliente,278.519.436-55,carolineporto@example.org,+55 84 0497-8871,"Condomínio de Pacheco, 627, Nova Gameleira, 60523-823 Ferreira / AM",Ativo
2156,Ana Vitória Viana,Cliente,617.538.240-44,da-conceicaoester@example.org,(031) 0071 3760,"Quadra Melo, 5, São Bento, 81823189 Jesus da Mata / BA",Ativo
2157,Théo Cavalcante,Fornecedor,61.289.035/0001-87,matheus45@example.org,(021) 8723 0365,"Feira Luiz Felipe da Rocha, 11, Padre Eustáquio, 23707397 Montenegro / AM",Ativo
2158,Mirella Câmara,Cliente,039.724.861-03,dantesantos@example.org,+55 (051) 5633 5500,"Morro Casa Grande, 96, Vila Copacabana, 87896461 Moreira / MT",Ativo
2159,Leandro Leão,Cliente,093.146.572-99,anna-lizda-cunha@example.net,31 7357-9130,"Chácara Azevedo, 89, Inconfidência, 02473-272 Cavalcante de Nascimento / PR",Inativo
2160,Manuela da Paz,Cliente,036.987.421-87,smontenegro@example.com,(071) 1569 9840,"Favela Cirino, 344, Dom Joaquim, 87416479 Barros / ES",Ativo
2161,Pietra Almeida,Cliente,016.459.283-06,silvajuliana@example.com,(081) 3174 1145,"Campo de Pires, 38, João Pinheiro, 41480657 Vasconcelos de Duarte / MG",Inativo
2162,Rafaela Teixeira,Cliente,162.457.830-62,noahda-conceicao@example.com,71 2067 5881,"Viaduto Rafael Moura, 2, Vila Vista Alegre, 79164940 Jesus / PE",Inativo
2163,Luiz Felipe Rios,Fornecedor,68.257.104/0001-10,noah24@example.net,+55 51 1832 1920,"Via de Sá, 26, Flavio De Oliveira, 91193-502 Novais / RR",Inativo
2164,Eloá da Mota,Cliente,149.720.856-49,baragao@example.net,+55 (084) 9383-4964,"Distrito Valentina Barros, 79, Jardim Vitoria, 36690-175 Siqueira / ES",Inativo
2165,Paulo Barros,Cliente,583.024.716-07,dmoraes@example.org,0500-543-9429,"Esplanada Mateus Rios, 30, Fazendinha, 34103-083 Abreu do Sul / DF",Inativo
2166,Vicente das Neves,Cliente,901.753.246-70,enrico39@example.org,0900-240-3387,"Quadra de Duarte, 253, Corumbiara, 81476151 Sampaio / CE",Inativo
2167,Dr. Erick Brito,Fornecedor,47.569.802/0001-80,isabela51@example.org,+55 (084) 0284-9590,"Largo Costa, 31, Milionario, 56693710 Novaes de Monteiro / RS",Ativo
2168,Srta. Ayla Pires,Cliente,834.207.956-29,maria-luisa94@example.org,0800 191 3616,"Área Souza, 5, Vila Mangueiras, 83458768 da Conceição dos Dourados / PB",Inativo
2169,Rodrigo Almeida,Fornecedor,386.570.492-10,email_invalid,ABC123,"Largo Ribeiro, 97, Vila Real 1ª Seção, 30601095 Rocha / AP",ativo
2170,Cauã Macedo,Fornecedor,14.528.976/0001-46,lferreira@example.com,+55 81 0258 7924,"Lago de da Costa, 943, Teixeira Dias, 84978718 Camargo / PA",Ativo
2171,Maria Luísa da Conceição,Fornecedor,41.736.809/0001-63,pastorjuliana@example.org,+55 (011) 1806-7840,"Fazenda Gonçalves, Lagoinha, 31850456 Vieira / RN",Ativo
2172,Sr. Eduardo das Neves,Cliente,31.862.749/0001-71,email_invalid,ABC123,"Recanto de Dias, 72, Vila Copasa, 11395401 Fonseca de Goiás / SC",
2173,Gustavo Lima,Cliente,594.023.681-24,silvaluiz-miguel@example.net,(061) 4253 4516,"Trevo da Rosa, 25, Bernadete, 41389-369 Dias / PA",Inativo
2174,José Vieira,Fornecedor,78.069.541/0001-63,salmeida@example.net,(051) 1880 2537,"Vila de Farias, 82, Estrela, 78060-449 Jesus / BA",Inativo
2175,Joaquim Peixoto,Cliente,576.132.894-19,luisacavalcanti@example.org,+55 (084) 9140 3974,"Conjunto da Mota, 47, São Tomaz, 37190026 Rios dos Dourados / PI",Ativo
2176,Elisa Brito,Fornecedor,50.624.813/0001-20,sarah07@example.com,+55 (031) 7049-2943,"Rua Fogaça, Aarão Reis, 93937922 Mendes Alegre / MS",Ativo
2177,Anthony Gabriel Castro,Cliente,60.429.513/0001-44,email_invalid,ABC123,"Trevo Maria Cecília Fernandes, 398, Mantiqueira, 99193-366 Pastor / ES",
2178,Olivia da Conceição,Fornecedor,17.594.823/0001-95,isabelly38@example.org,41 4522-2672,"Conjunto de Carvalho, Diamante, 49150-471 da Paz do Galho / SE",Ativo
2179,André Oliveira,Cliente,573.964.812-28,viniciussousa@example.net,+55 (021) 2985-9472,"Pátio Heloísa da Luz, Buritis, 06193753 Fogaça Grande / MA",Inativo
2180,Sra. Natália Mendes,Cliente,751.892.634-28,ana-lizaragao@example.com,+55 (021) 2397 6344,"Núcleo Théo Moura, Vila Aeroporto, 98783082 Pereira de Guerra / MS",Inativo
2181,Cauê Pires,Cliente,524.693.780-10,sampaiohenry@example.com,+55 (084) 4032 2297,"Estação da Paz, 85, Paulo Vi, 35432-181 Viana de Castro / RS",Ativo
2182,Dra. Ana Beatriz Cirino,Fornecedor,586.013.792-30,email_invalid,ABC123,"Praça Carvalho, 3, Das Industrias I, 04520-560 Sousa / PA",
2183,Maria Laura Fonseca,Fornecedor,70.829.461/0001-57,cassianomaria-flor@example.org,0500 009 9927,"Viaduto Rios, 23, Serra Verde, 83607883 Vieira / MA",Inativo
2184,Maria Luísa Melo,Cliente,182.706.359-95,fonsecaluiz-fernando@example.com,+55 (071) 5417-1182,"Esplanada de Novaes, 79, São Jorge 3ª Seção, 96790-494 Rezende do Campo / CE",Inativo
2185,Gustavo Henrique Correia,Fornecedor,18.730.564/0001-45,alana20@example.org,11 0423 3066,"Colônia de Pinto, 41, Olaria, 04502-380 Fonseca / SP",Ativo
2186,Dr. Liam Farias,Cliente,679.054.183-75,wcavalcanti@example.org,(021) 4156-6553,"Área Martins, 83, Santa Cruz, 11564-154 Alves / PR",Inativo
2187,Srta. Hellena Cavalcanti,Cliente,79.235.061/0001-98,email_invalid,ABC123,"Condomínio Lopes, 5, Vale Do Jatoba, 01708-898 Moura / BA",Desativo
2188,Srta. Clarice Sampaio,Fornecedor,79.351.268/0001-28,sda-paz@example.com,+55 (084) 0313 9980,"Lago de da Rocha, Pindorama, 35056865 Souza da Praia / AP",Ativo
2189,Agatha Casa Grande,Fornecedor,30.584.972/0001-31,isadora36@example.net,+55 (081) 0691 6848,"Quadra de Mendes, 97, Belmonte, 86020-789 Gomes de Albuquerque / MT",Inativo
2190,Oliver Nunes,Cliente,945.380.726-56,apollo11@example.com,+55 41 7932-3804,"Largo Esther Guerra, Coração Eucarístico, 48097-569 Pimenta de Novais / CE",Inativo
2191,Sara Alves,Cliente,901.276.583-86,vianamariane@example.org,+55 (061) 0921-7829,"Colônia Pimenta, 515, Vila Do Pombal, 45421807 Ribeiro / MG",Ativo
2192,Srta. Eloá Cardoso,Cliente,610.825.793-86,luiz-henriquecostela@example.org,(041) 5844 9147,"Trevo da Conceição, 93, Tirol, 62147-576 Peixoto / RN",Ativo
2193,Dra. Carolina Gonçalves,Cliente,081.759.346-20,ffonseca@example.net,+55 41 2295-2791,"Núcleo de Mendonça, 3, São Cristóvão, 88230196 Vargas de Minas / AC",Inativo
2194,Sr. Davi Miguel Santos,Cliente,942.835.167-91,arthur08@example.org,+55 84 3076-8891,"Rodovia Câmara, 8, Vila Vista Alegre, 85483172 Souza / PI",Inativo
2195,Apollo Silva,Fornecedor,10.297.536/0001-74,lopesester@example.net,+55 (061) 1705 5511,"Lagoa de Azevedo, 17, Lagoa, 42016-457 Vargas de Vasconcelos / SP",Inativo
2196,Sra. Lorena Cirino,Cliente,308.951.746-93,asafe63@example.org,(081) 0365 5162,"Passarela Ayla Sá, 731, Nova Cintra, 25843-000 Costa / PR",Inativo
2197,Sr. Ian Carvalho,Fornecedor,15.843.967/0001-02,pereiracaio@example.com,(051) 7300-0478,"Loteamento Helena Camargo, 31, Lagoinha Leblon, 34246400 Aragão Grande / PE",Ativo
2198,Maria Laura Nogueira,Cliente,364.702.958-00,leticiasampaio@example.org,+55 (071) 5506 1117,"Loteamento Carolina Nunes, 56, Vila Antena, 89860-302 Nascimento / MG",Ativo
2199,Joana Novaes,Cliente,851.364.970-84,borgesluiz-gustavo@example.com,+55 11 8309 0819,"Aeroporto Marcelo Cavalcanti, 344, Betânia, 34624580 Almeida de Ribeiro / SE",Ativo
2200,Diogo Porto,Fornecedor,65.879.402/0001-53,liz01@example.com,84 6516-1205,"Pátio Barros, 53, Lindéia, 11833163 Moraes de Nascimento / TO",Inativo
2201,Marcos Vinicius Silveira,Fornecedor,39.085.176/0001-29,pedro-henrique23@example.com,+55 51 2237 5938,"Setor de Martins, 21, Custodinha, 46337-290 Sales dos Dourados / SE",Ativo
2202,Calebe Santos,Cliente,734.208.651-71,garciaantonio@example.org,41 2341 8134,"Favela de Santos, 40, Novo Aarão Reis, 48271-251 Cirino / RS",Inativo
2203,Maria Luiza Carvalho,Fornecedor,85.703.429/0001-06,davi-luiz00@example.com,0500 625 1398,"Condomínio Carvalho, São Gonçalo, 49522-767 da Paz / AL",Ativo
2204,João Miguel Machado,Fornecedor,23.568.901/0001-80,aliceda-rocha@example.org,0900 691 8290,"Feira Aragão, São Lucas, 81049-806 Lopes / PE",Ativo
2205,Nicole Cavalcante,Cliente,435.210.687-90,cavalcantelorenzo@example.com,0800 786 7105,"Estrada Borges, 17, Santa Amelia, 89169691 Costa / DF",Ativo
2206,Thiago Farias,Fornecedor,39.245.068/0001-76,gda-costa@example.org,+55 (061) 0868-2070,"Lago Carvalho, 4, Senhor Dos Passos, 55762-683 Abreu do Sul / RN",Inativo
2207,Benicio Sampaio,Cliente,905.423.618-33,vieiraleandro@example.com,+55 11 2370 9905,"Passarela da Rocha, 98, São Pedro, 35090-035 Marques / RJ",Inativo
2208,Dra. Maria Cecília Barbosa,Cliente,53.048.271/0001-83,email_invalid,ABC123,"Quadra Silveira, 115, Renascença, 12812-580 Gonçalves / RR",
2209,Mirella Melo,Fornecedor,93.476.210/0001-31,davi-luiz28@example.org,0300 454 4160,"Passarela de Fogaça, Andiroba, 12383207 Nascimento de Farias / PA",Ativo
2210,Rael Mendonça,Fornecedor,47.618.259/0001-64,alanavieira@example.org,+55 (081) 6915 0646,"Vila Marcelo Aparecida, 54, Vila Independencia 3ª Seção, 16814-724 Alves de Minas / MT",Inativo
2211,Maria Luiza da Cunha,Fornecedor,60.349.281/0001-14,thomas50@example.org,+55 (081) 4052-5709,"Largo de Aparecida, 66, Minaslandia, 65251993 da Rocha do Norte / MG",Inativo
2212,Sr. João Montenegro,Cliente,280.719.456-76,benicio40@example.com,11 3891-1862,"Vale Gabriel Peixoto, 8, Floresta, 29702-910 Pereira de da Cruz / MG",Inativo
2213,Evelyn Sampaio,Fornecedor,68.127.945/0001-02,pintoyan@example.net,+55 11 3139 6164,"Avenida Moura, 7, Nossa Senhora Aparecida, 09817359 Peixoto / MA",Ativo
2214,Emanuelly Viana,Cliente,187.639.520-68,maria-flor72@example.com,+55 (011) 3407 0464,"Estrada Sousa, Alta Tensão 1ª Seção, 25892-429 Sales / AC",Inativo
2215,Henry Cirino,Cliente,279.804.651-30,sabrina92@example.net,(071) 4817 2265,"Parque de Jesus, 957, Olaria, 86884046 Alves da Mata / SC",Inativo
2216,Sra. Sabrina Mendes,Fornecedor,90.428.675/0001-29,saester@example.org,0500 485 9056,"Esplanada Dias, 25, Petropolis, 58440009 Moura Grande / RR",Ativo
2217,Pedro Miguel Fonseca,Fornecedor,16.549.870/0001-54,mguerra@example.org,51 6045 7890,"Viela Lorenzo Fernandes, 262, Vila Nova Cachoeirinha 2ª Seção, 39584-185 Novaes / MA",Ativo
2218,Emilly da Mata,Fornecedor,05.279.346/0001-94,oliveirajoao@example.net,0300-080-4321,"Esplanada Raquel da Cunha, 965, Laranjeiras, 99572-382 Vieira do Galho / MS",Ativo
2219,Arthur Ferreira,Cliente,835.097.642-00,vicente57@example.net,(011) 0769-6548,"Avenida da Mata, 847, Vila Paquetá, 52433-454 Monteiro / AC",Inativo
2220,Olívia Mendonça,Cliente,941.782.653-00,josecarvalho@example.net,61 6352-1375,"Distrito Vargas, 82, Xangri-Lá, 91941232 Pinto das Flores / PA",Inativo
2221,Nina da Rocha,Cliente,513.409.687-20,qda-conceicao@example.com,(081) 9520-7366,"Viela Costa, 47, Vila Nova Gameleira 1ª Seção, 16761-484 Araújo das Pedras / BA",Inativo
2222,Isadora Pereira,Cliente,706.148.935-93,antonellamontenegro@example.com,+55 (041) 3630-1965,"Praça Brito, 62, Vila Trinta E Um De Março, 30022-065 Porto / RO",Inativo
2223,Arthur Gabriel da Rosa,Cliente,381.204.756-07,da-pazclarice@example.net,71 6649 2853,"Passarela Thales Vargas, Mineirão, 50728978 da Cruz da Praia / AL",Ativo
2224,João Miguel Leão,Cliente,168.723.905-30,caio88@example.com,84 7620 2731,"Trecho Rodrigues, Solar Do Barreiro, 57608-170 Azevedo da Prata / AL",Inativo
2225,Davi Miguel Abreu,Fornecedor,02.396.574/0001-56,viniciusmartins@example.net,51 6746 9435,"Passarela Souza, 544, Coqueiros, 31558679 Jesus do Oeste / PB",Ativo
2226,Joana da Mota,Cliente,36.187.940/0001-89,email_invalid,ABC123,"Trevo Almeida, 71, Califórnia, 46378993 Cardoso do Sul / MA",ativo
2227,Lorena Marques,Cliente,568.297.430-10,asa@example.com,+55 (081) 1353-0742,"Área de Moura, 72, Vila Jardim Leblon, 06606510 Pacheco das Pedras / PE",Ativo
2228,Liam Moreira,Cliente,123.780.964-96,thiago78@example.com,31 3692-6217,"Recanto de da Cunha, 60, São Pedro, 90046119 da Rosa / AL",Ativo
2229,Dr. Samuel Borges,Fornecedor,06.428.731/0001-19,leandro07@example.com,+55 21 5738 9569,"Viaduto de Casa Grande, 9, Maria Virgínia, 99157-921 Nogueira de Goiás / GO",Inativo
2230,Hadassa Rocha,Cliente,459.671.820-20,amanda94@example.net,+55 (084) 9339 5918,"Aeroporto de Vargas, 43, Alípio De Melo, 28001916 Machado / BA",Ativo
2231,Carolina Novais,Cliente,432.851.760-08,leaomaria-helena@example.org,51 6230 6368,"Colônia Bernardo Ferreira, 6, Santa Rita De Cássia, 74513-946 Araújo / MG",Ativo
2232,Gustavo Henrique Novaes,Fornecedor,57.638.140/0001-07,bfernandes@example.net,81 8810 0025,"Ladeira Leandro Costela, 457, Vila Formosa, 23087-262 Sampaio de Caldeira / BA",Ativo
2233,Eduarda Pinto,Fornecedor,67.389.012/0001-20,emanuelly75@example.org,+55 51 3425 5981,"Via da Paz, 71, Vila Real 1ª Seção, 89307-956 Pacheco / TO",Inativo
2234,Esther Garcia,Cliente,16.387.204/0001-67,email_invalid,ABC123,"Trevo de Fogaça, 304, Ipe, 45767734 Sousa / SE",ativo
2235,Dra. Stephany Abreu,Fornecedor,69.053.812/0001-00,ana-luizacorreia@example.com,+55 (084) 4582-3042,"Viela Albuquerque, 778, Horto Florestal, 04793649 Andrade do Campo / RS",Ativo
2236,Vicente Sales,Fornecedor,34.218.605/0001-75,wazevedo@example.com,+55 31 2375-2998,"Vila de Rocha, 85, Vila Nova Gameleira 3ª Seção, 76007-569 Farias do Sul / PA",Ativo
2237,Eloah da Luz,Cliente,289.065.734-56,ypimenta@example.net,71 8890 9519,"Trecho João Gabriel Nascimento, 9, Esplanada, 24107-400 Silva das Pedras / BA",Inativo
2238,Dr. João Miguel Peixoto,Fornecedor,39.574.628/0001-36,macedobella@example.com,0500-532-4288,"Esplanada de Macedo, 99, Diamante, 84984853 Peixoto / ES",Ativo
